epoch,dice_coef,iou_score,learning_rate,loss,val_dice_coef,val_iou_score,val_loss
38,0.4107144773006439,0.4107144773006439,1.56249996052793e-06,2.264545219077263e-05,0.8214287161827087,0.8214287161827087,1.0974344149872195e-05
39,0.40178585052490234,0.40178585052490234,1.56249996052793e-06,2.0418703570612706e-05,0.7857145071029663,0.7857145071029663,1.0327274139854126e-05
40,0.41964301466941833,0.41964301466941833,1.56249996052793e-06,2.110961031576153e-05,0.7857144474983215,0.7857144474983215,1.0306702279194724e-05
41,0.3839287757873535,0.3839287757873535,1.56249996052793e-06,2.142854282283224e-05,0.7857145071029663,0.7857145071029663,1.0722377737693023e-05
42,0.42857152223587036,0.42857152223587036,1.56249996052793e-06,2.1238560293568298e-05,0.7857145071029663,0.7857145071029663,1.0809985724336002e-05
43,0.48214292526245117,0.48214292526245117,7.81249980263965e-07,2.1565478164120577e-05,0.7857145071029663,0.7857145071029663,1.0508775631024037e-05
44,0.41964298486709595,0.41964298486709595,7.81249980263965e-07,2.038982893282082e-05,0.821428656578064,0.821428656578064,1.0459900295245461e-05
45,0.45535731315612793,0.45535731315612793,7.81249980263965e-07,2.1205205484875478e-05,0.8214287161827087,0.8214287161827087,1.0281842151016463e-05
46,0.44642871618270874,0.44642871618270874,7.81249980263965e-07,2.0902851247228682e-05,0.7857145071029663,0.7857145071029663,1.0500550160941202e-05
47,0.3392859101295471,0.3392859101295471,7.81249980263965e-07,2.262521411466878e-05,0.7857145071029663,0.7857145071029663,1.0998685866070446e-05
48,0.3839288055896759,0.3839288055896759,3.906249901319825e-07,1.979790067707654e-05,0.8214287161827087,0.8214287161827087,1.0538281458138954e-05
49,0.3482145667076111,0.3482145667076111,3.906249901319825e-07,2.0992923964513466e-05,0.8214287161827087,0.8214287161827087,1.0161437785427552e-05
